MinMax,Path,Stage3_Outlay_Amount,Stage3_Outlay_Type,Stage4_Function,Stage4_Row_Type,pillar3_cumsum,pillar4_rank_n,t,pillar4_cumsum,Stage4_Top,Stage4_Bot,Stage3_Top,Stage3_Bot,sigmoid,curve_top_out,curve_bot_out
Max,97,18555611111.0,Outlay,Spacer 4,Spacer,,4.0,-5.75,48882222222.0,48882222222.0,30326611111.0,95271250000.0,95271250000.0,0.0031726828424851906,95124072327.48917,95065201258.48547
Max,97,9805000000.0,Outlay,Transportation,Real,105076250000.0,5.0,-5.75,58687222222.0,58687222222.0,48882222222.0,105076250000.0,95271250000.0,0.0031726828424851906,104929072327.48917,95124072327.48917
Max,97,18555611111.0,Outlay,Spacer 6,Spacer,,6.0,-5.75,77242833333.0,77242833333.0,58687222222.0,105076250000.0,105076250000.0,0.0031726828424851906,104987943396.49287,104929072327.48917
Max,97,15417000000.0,Outlay,Veterans Benefits and Services,Real,120493250000.0,7.0,-5.75,92659833333.0,92659833333.0,77242833333.0,120493250000.0,105076250000.0,0.0031726828424851906,120404943396.49287,104987943396.49287
Max,97,18555611111.0,Outlay,Spacer 8,Spacer,,8.0,-5.75,111215444444.0,111215444444.0,92659833333.0,120493250000.0,120493250000.0,0.0031726828424851906,120463814465.49657,120404943396.49287
Max,97,25260000000.0,Outlay,Net Interest,Real,145753250000.0,9.0,-5.75,136475444444.0,136475444444.0,111215444444.0,145753250000.0,120493250000.0,0.0031726828424851906,145723814465.49655,120463814465.49657
Max,97,18555611111.0,Outlay,Spacer 10,Spacer,,10.0,-5.75,155031055555.0,155031055555.0,136475444444.0,145753250000.0,145753250000.0,0.0031726828424851906,145782685534.50027,145723814465.49655
Max,97,35447000000.0,Outlay,Income Security,Real,181200250000.0,11.0,-5.75,190478055555.0,190478055555.0,155031055555.0,181200250000.0,145753250000.0,0.0031726828424851906,181229685534.50027,145782685534.50027
Max,97,18555611111.0,Outlay,Spacer 12,Spacer,,12.0,-5.75,209033666666.0,209033666666.0,190478055555.0,181200250000.0,181200250000.0,0.0031726828424851906,181288556603.50397,181229685534.50027
Max,97,49302000000.0,Outlay,Health,Real,230502250000.0,13.0,-5.75,258335666666.0,258335666666.0,209033666666.0,230502250000.0,181200250000.0,0.0031726828424851906,230590556603.50397,181288556603.50397
Max,97,18555611111.0,Outlay,Spacer 14,Spacer,,14.0,-5.75,276891277777.0,276891277777.0,258335666666.0,230502250000.0,230502250000.0,0.0031726828424851906,230649427672.50766,230590556603.50397
Max,97,51993000000.0,Outlay,National Defense,Real,282495250000.0,15.0,-5.75,328884277777.0,328884277777.0,276891277777.0,282495250000.0,230502250000.0,0.0031726828424851906,282642427672.5076,230649427672.50766
Max,97,18555611111.0,Outlay,Spacer 16,Spacer,,16.0,-5.75,347439888888.0,347439888888.0,328884277777.0,282495250000.0,282495250000.0,0.0031726828424851906,282701298741.51135,282642427672.5076
Max,97,55843000000.0,Outlay,Medicare,Real,338338250000.0,17.0,-5.75,403282888888.0,403282888888.0,347439888888.0,338338250000.0,282495250000.0,0.0031726828424851906,338544298741.51135,282701298741.51135
Max,97,18555611111.0,Outlay,Spacer 18,Spacer,,18.0,-5.75,421838499999.0,421838499999.0,403282888888.0,338338250000.0,338338250000.0,0.0031726828424851906,338603169810.5151,338544298741.51135
Max,97,79163000000.0,Outlay,Social Security,Real,417501250000.0,19.0,-5.75,501001499999.0,501001499999.0,421838499999.0,417501250000.0,338338250000.0,0.0031726828424851906,417766169810.5151,338603169810.5151
Min,2,83500250000.0,Dummy,Dummy_Function,Spacer,83500250000.0,0.0,-5.75,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Min,2,2296000000.0,Outlay,Other,Real,85796250000.0,1.0,-5.75,2296000000.0,2296000000.0,0.0,85796250000.0,83500250000.0,0.0031726828424851906,85531330189.48178,83235330189.48178
Min,2,18555611111.0,Outlay,Spacer 2,Spacer,,2.0,-5.75,20851611111.0,20851611111.0,2296000000.0,85796250000.0,85796250000.0,0.0031726828424851906,85590201258.48547,85531330189.48178
Min,2,9475000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,95271250000.0,3.0,-5.75,30326611111.0,30326611111.0,20851611111.0,95271250000.0,85796250000.0,0.0031726828424851906,95065201258.48547,85590201258.48547
Min,2,18555611111.0,Outlay,Spacer 4,Spacer,,4.0,-5.75,48882222222.0,48882222222.0,30326611111.0,95271250000.0,95271250000.0,0.0031726828424851906,95124072327.48917,95065201258.48547
Min,2,9805000000.0,Outlay,Transportation,Real,105076250000.0,5.0,-5.75,58687222222.0,58687222222.0,48882222222.0,105076250000.0,95271250000.0,0.0031726828424851906,104929072327.48917,95124072327.48917
Min,2,18555611111.0,Outlay,Spacer 6,Spacer,,6.0,-5.75,77242833333.0,77242833333.0,58687222222.0,105076250000.0,105076250000.0,0.0031726828424851906,104987943396.49287,104929072327.48917
Min,2,15417000000.0,Outlay,Veterans Benefits and Services,Real,120493250000.0,7.0,-5.75,92659833333.0,92659833333.0,77242833333.0,120493250000.0,105076250000.0,0.0031726828424851906,120404943396.49287,104987943396.49287
Min,2,18555611111.0,Outlay,Spacer 8,Spacer,,8.0,-5.75,111215444444.0,111215444444.0,92659833333.0,120493250000.0,120493250000.0,0.0031726828424851906,120463814465.49657,120404943396.49287
Min,2,25260000000.0,Outlay,Net Interest,Real,145753250000.0,9.0,-5.75,136475444444.0,136475444444.0,111215444444.0,145753250000.0,120493250000.0,0.0031726828424851906,145723814465.49655,120463814465.49657
Min,2,18555611111.0,Outlay,Spacer 10,Spacer,,10.0,-5.75,155031055555.0,155031055555.0,136475444444.0,145753250000.0,145753250000.0,0.0031726828424851906,145782685534.50027,145723814465.49655
Min,2,35447000000.0,Outlay,Income Security,Real,181200250000.0,11.0,-5.75,190478055555.0,190478055555.0,155031055555.0,181200250000.0,145753250000.0,0.0031726828424851906,181229685534.50027,145782685534.50027
Min,2,18555611111.0,Outlay,Spacer 12,Spacer,,12.0,-5.75,209033666666.0,209033666666.0,190478055555.0,181200250000.0,181200250000.0,0.0031726828424851906,181288556603.50397,181229685534.50027
Min,2,49302000000.0,Outlay,Health,Real,230502250000.0,13.0,-5.75,258335666666.0,258335666666.0,209033666666.0,230502250000.0,181200250000.0,0.0031726828424851906,230590556603.50397,181288556603.50397
Min,2,18555611111.0,Outlay,Spacer 14,Spacer,,14.0,-5.75,276891277777.0,276891277777.0,258335666666.0,230502250000.0,230502250000.0,0.0031726828424851906,230649427672.50766,230590556603.50397
Min,2,51993000000.0,Outlay,National Defense,Real,282495250000.0,15.0,-5.75,328884277777.0,328884277777.0,276891277777.0,282495250000.0,230502250000.0,0.0031726828424851906,282642427672.5076,230649427672.50766
Min,2,18555611111.0,Outlay,Spacer 16,Spacer,,16.0,-5.75,347439888888.0,347439888888.0,328884277777.0,282495250000.0,282495250000.0,0.0031726828424851906,282701298741.51135,282642427672.5076
Min,2,55843000000.0,Outlay,Medicare,Real,338338250000.0,17.0,-5.75,403282888888.0,403282888888.0,347439888888.0,338338250000.0,282495250000.0,0.0031726828424851906,338544298741.51135,282701298741.51135
Min,2,18555611111.0,Outlay,Spacer 18,Spacer,,18.0,-5.75,421838499999.0,421838499999.0,403282888888.0,338338250000.0,338338250000.0,0.0031726828424851906,338603169810.5151,338544298741.51135
Min,2,79163000000.0,Outlay,Social Security,Real,417501250000.0,19.0,-5.75,501001499999.0,501001499999.0,421838499999.0,417501250000.0,338338250000.0,0.0031726828424851906,417766169810.5151,338603169810.5151
Max,96,83500250000.0,Dummy,Dummy_Function,Spacer,83500250000.0,0.0,-5.5,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Max,96,2296000000.0,Outlay,Other,Real,85796250000.0,1.0,-5.5,2296000000.0,2296000000.0,0.0,85796250000.0,83500250000.0,0.0040701377158961285,85456392483.18825,83160392483.18825
Max,96,18555611111.0,Outlay,Spacer 2,Spacer,,2.0,-5.5,20851611111.0,20851611111.0,2296000000.0,85796250000.0,85796250000.0,0.0040701377158961285,85531916375.81262,85456392483.18825
Max,96,9475000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,95271250000.0,3.0,-5.5,30326611111.0,30326611111.0,20851611111.0,95271250000.0,85796250000.0,0.0040701377158961285,95006916375.81262,85531916375.81262
Max,96,18555611111.0,Outlay,Spacer 4,Spacer,,4.0,-5.5,48882222222.0,48882222222.0,30326611111.0,95271250000.0,95271250000.0,0.0040701377158961285,95082440268.43701,95006916375.81262
Max,96,9805000000.0,Outlay,Transportation,Real,105076250000.0,5.0,-5.5,58687222222.0,58687222222.0,48882222222.0,105076250000.0,95271250000.0,0.0040701377158961285,104887440268.43701,95082440268.43701
Max,96,18555611111.0,Outlay,Spacer 6,Spacer,,6.0,-5.5,77242833333.0,77242833333.0,58687222222.0,105076250000.0,105076250000.0,0.0040701377158961285,104962964161.06139,104887440268.43701
Max,96,15417000000.0,Outlay,Veterans Benefits and Services,Real,120493250000.0,7.0,-5.5,92659833333.0,92659833333.0,77242833333.0,120493250000.0,105076250000.0,0.0040701377158961285,120379964161.06139,104962964161.06139
Max,96,18555611111.0,Outlay,Spacer 8,Spacer,,8.0,-5.5,111215444444.0,111215444444.0,92659833333.0,120493250000.0,120493250000.0,0.0040701377158961285,120455488053.68578,120379964161.06139
Max,96,25260000000.0,Outlay,Net Interest,Real,145753250000.0,9.0,-5.5,136475444444.0,136475444444.0,111215444444.0,145753250000.0,120493250000.0,0.0040701377158961285,145715488053.68576,120455488053.68578
Max,96,18555611111.0,Outlay,Spacer 10,Spacer,,10.0,-5.5,155031055555.0,155031055555.0,136475444444.0,145753250000.0,145753250000.0,0.0040701377158961285,145791011946.31015,145715488053.68576
Max,96,35447000000.0,Outlay,Income Security,Real,181200250000.0,11.0,-5.5,190478055555.0,190478055555.0,155031055555.0,181200250000.0,145753250000.0,0.0040701377158961285,181238011946.31015,145791011946.31015
Max,96,18555611111.0,Outlay,Spacer 12,Spacer,,12.0,-5.5,209033666666.0,209033666666.0,190478055555.0,181200250000.0,181200250000.0,0.0040701377158961285,181313535838.93454,181238011946.31015
Max,96,49302000000.0,Outlay,Health,Real,230502250000.0,13.0,-5.5,258335666666.0,258335666666.0,209033666666.0,230502250000.0,181200250000.0,0.0040701377158961285,230615535838.93454,181313535838.93454
Max,96,18555611111.0,Outlay,Spacer 14,Spacer,,14.0,-5.5,276891277777.0,276891277777.0,258335666666.0,230502250000.0,230502250000.0,0.0040701377158961285,230691059731.55893,230615535838.93454
Max,96,51993000000.0,Outlay,National Defense,Real,282495250000.0,15.0,-5.5,328884277777.0,328884277777.0,276891277777.0,282495250000.0,230502250000.0,0.0040701377158961285,282684059731.5589,230691059731.55893
Max,96,18555611111.0,Outlay,Spacer 16,Spacer,,16.0,-5.5,347439888888.0,347439888888.0,328884277777.0,282495250000.0,282495250000.0,0.0040701377158961285,282759583624.1833,282684059731.5589
Max,96,55843000000.0,Outlay,Medicare,Real,338338250000.0,17.0,-5.5,403282888888.0,403282888888.0,347439888888.0,338338250000.0,282495250000.0,0.0040701377158961285,338602583624.1833,282759583624.1833
Max,96,18555611111.0,Outlay,Spacer 18,Spacer,,18.0,-5.5,421838499999.0,421838499999.0,403282888888.0,338338250000.0,338338250000.0,0.0040701377158961285,338678107516.8077,338602583624.1833
Max,96,79163000000.0,Outlay,Social Security,Real,417501250000.0,19.0,-5.5,501001499999.0,501001499999.0,421838499999.0,417501250000.0,338338250000.0,0.0040701377158961285,417841107516.8077,338678107516.8077
Min,3,83500250000.0,Dummy,Dummy_Function,Spacer,83500250000.0,0.0,-5.5,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Min,3,2296000000.0,Outlay,Other,Real,85796250000.0,1.0,-5.5,2296000000.0,2296000000.0,0.0,85796250000.0,83500250000.0,0.0040701377158961285,85456392483.18825,83160392483.18825
Min,3,18555611111.0,Outlay,Spacer 2,Spacer,,2.0,-5.5,20851611111.0,20851611111.0,2296000000.0,85796250000.0,85796250000.0,0.0040701377158961285,85531916375.81262,85456392483.18825
Min,3,9475000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,95271250000.0,3.0,-5.5,30326611111.0,30326611111.0,20851611111.0,95271250000.0,85796250000.0,0.0040701377158961285,95006916375.81262,85531916375.81262
Min,3,18555611111.0,Outlay,Spacer 4,Spacer,,4.0,-5.5,48882222222.0,48882222222.0,30326611111.0,95271250000.0,95271250000.0,0.0040701377158961285,95082440268.43701,95006916375.81262
Min,3,9805000000.0,Outlay,Transportation,Real,105076250000.0,5.0,-5.5,58687222222.0,58687222222.0,48882222222.0,105076250000.0,95271250000.0,0.0040701377158961285,104887440268.43701,95082440268.43701
Min,3,18555611111.0,Outlay,Spacer 6,Spacer,,6.0,-5.5,77242833333.0,77242833333.0,58687222222.0,105076250000.0,105076250000.0,0.0040701377158961285,104962964161.06139,104887440268.43701
Min,3,15417000000.0,Outlay,Veterans Benefits and Services,Real,120493250000.0,7.0,-5.5,92659833333.0,92659833333.0,77242833333.0,120493250000.0,105076250000.0,0.0040701377158961285,120379964161.06139,104962964161.06139
Min,3,18555611111.0,Outlay,Spacer 8,Spacer,,8.0,-5.5,111215444444.0,111215444444.0,92659833333.0,120493250000.0,120493250000.0,0.0040701377158961285,120455488053.68578,120379964161.06139
Min,3,25260000000.0,Outlay,Net Interest,Real,145753250000.0,9.0,-5.5,136475444444.0,136475444444.0,111215444444.0,145753250000.0,120493250000.0,0.0040701377158961285,145715488053.68576,120455488053.68578
Min,3,18555611111.0,Outlay,Spacer 10,Spacer,,10.0,-5.5,155031055555.0,155031055555.0,136475444444.0,145753250000.0,145753250000.0,0.0040701377158961285,145791011946.31015,145715488053.68576
Min,3,35447000000.0,Outlay,Income Security,Real,181200250000.0,11.0,-5.5,190478055555.0,190478055555.0,155031055555.0,181200250000.0,145753250000.0,0.0040701377158961285,181238011946.31015,145791011946.31015
Min,3,18555611111.0,Outlay,Spacer 12,Spacer,,12.0,-5.5,209033666666.0,209033666666.0,190478055555.0,181200250000.0,181200250000.0,0.0040701377158961285,181313535838.93454,181238011946.31015
Min,3,49302000000.0,Outlay,Health,Real,230502250000.0,13.0,-5.5,258335666666.0,258335666666.0,209033666666.0,230502250000.0,181200250000.0,0.0040701377158961285,230615535838.93454,181313535838.93454
Min,3,18555611111.0,Outlay,Spacer 14,Spacer,,14.0,-5.5,276891277777.0,276891277777.0,258335666666.0,230502250000.0,230502250000.0,0.0040701377158961285,230691059731.55893,230615535838.93454
Min,3,51993000000.0,Outlay,National Defense,Real,282495250000.0,15.0,-5.5,328884277777.0,328884277777.0,276891277777.0,282495250000.0,230502250000.0,0.0040701377158961285,282684059731.5589,230691059731.55893
Min,3,18555611111.0,Outlay,Spacer 16,Spacer,,16.0,-5.5,347439888888.0,347439888888.0,328884277777.0,282495250000.0,282495250000.0,0.0040701377158961285,282759583624.1833,282684059731.5589
Min,3,55843000000.0,Outlay,Medicare,Real,338338250000.0,17.0,-5.5,403282888888.0,403282888888.0,347439888888.0,338338250000.0,282495250000.0,0.0040701377158961285,338602583624.1833,282759583624.1833
Min,3,18555611111.0,Outlay,Spacer 18,Spacer,,18.0,-5.5,421838499999.0,421838499999.0,403282888888.0,338338250000.0,338338250000.0,0.0040701377158961285,338678107516.8077,338602583624.1833
Min,3,79163000000.0,Outlay,Social Security,Real,417501250000.0,19.0,-5.5,501001499999.0,501001499999.0,421838499999.0,417501250000.0,338338250000.0,0.0040701377158961285,417841107516.8077,338678107516.8077
Max,95,83500250000.0,Dummy,Dummy_Function,Spacer,83500250000.0,0.0,-5.25,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Max,95,2296000000.0,Outlay,Other,Real,85796250000.0,1.0,-5.25,2296000000.0,2296000000.0,0.0,85796250000.0,83500250000.0,0.005220125693558399,85360368199.55646,83064368199.55646
Max,95,18555611111.0,Outlay,Spacer 2,Spacer,,2.0,-5.25,20851611111.0,20851611111.0,2296000000.0,85796250000.0,85796250000.0,0.005220125693558399,85457230821.87666,85360368199.55646
Max,95,9475000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,95271250000.0,3.0,-5.25,30326611111.0,30326611111.0,20851611111.0,95271250000.0,85796250000.0,0.005220125693558399,94932230821.87666,85457230821.87666
Max,95,18555611111.0,Outlay,Spacer 4,Spacer,,4.0,-5.25,48882222222.0,48882222222.0,30326611111.0,95271250000.0,95271250000.0,0.005220125693558399,95029093444.19687,94932230821.87666
Max,95,9805000000.0,Outlay,Transportation,Real,105076250000.0,5.0,-5.25,58687222222.0,58687222222.0,48882222222.0,105076250000.0,95271250000.0,0.005220125693558399,104834093444.19687,95029093444.19687
Max,95,18555611111.0,Outlay,Spacer 6,Spacer,,6.0,-5.25,77242833333.0,77242833333.0,58687222222.0,105076250000.0,105076250000.0,0.005220125693558399,104930956066.51707,104834093444.19687
Max,95,15417000000.0,Outlay,Veterans Benefits and Services,Real,120493250000.0,7.0,-5.25,92659833333.0,92659833333.0,77242833333.0,120493250000.0,105076250000.0,0.005220125693558399,120347956066.51707,104930956066.51707
Max,95,18555611111.0,Outlay,Spacer 8,Spacer,,8.0,-5.25,111215444444.0,111215444444.0,92659833333.0,120493250000.0,120493250000.0,0.005220125693558399,120444818688.83728,120347956066.51707
Max,95,25260000000.0,Outlay,Net Interest,Real,145753250000.0,9.0,-5.25,136475444444.0,136475444444.0,111215444444.0,145753250000.0,120493250000.0,0.005220125693558399,145704818688.83728,120444818688.83728
Max,95,18555611111.0,Outlay,Spacer 10,Spacer,,10.0,-5.25,155031055555.0,155031055555.0,136475444444.0,145753250000.0,145753250000.0,0.005220125693558399,145801681311.1575,145704818688.83728
Max,95,35447000000.0,Outlay,Income Security,Real,181200250000.0,11.0,-5.25,190478055555.0,190478055555.0,155031055555.0,181200250000.0,145753250000.0,0.005220125693558399,181248681311.1575,145801681311.1575
Max,95,18555611111.0,Outlay,Spacer 12,Spacer,,12.0,-5.25,209033666666.0,209033666666.0,190478055555.0,181200250000.0,181200250000.0,0.005220125693558399,181345543933.4777,181248681311.1575
Max,95,49302000000.0,Outlay,Health,Real,230502250000.0,13.0,-5.25,258335666666.0,258335666666.0,209033666666.0,230502250000.0,181200250000.0,0.005220125693558399,230647543933.4777,181345543933.4777
Max,95,18555611111.0,Outlay,Spacer 14,Spacer,,14.0,-5.25,276891277777.0,276891277777.0,258335666666.0,230502250000.0,230502250000.0,0.005220125693558399,230744406555.7979,230647543933.4777
Max,95,51993000000.0,Outlay,National Defense,Real,282495250000.0,15.0,-5.25,328884277777.0,328884277777.0,276891277777.0,282495250000.0,230502250000.0,0.005220125693558399,282737406555.7979,230744406555.7979
