fy,month,receipt_amount_M,date,receipt_amount,source_func_parent,total_R_month
2017,6,110250.0,6-2017,110250000000.0,Social Insurance and Retirement Receipts,338660000000.0
2017,6,334.0,6-2017,334000000.0,Social Insurance and Retirement Receipts,338660000000.0
2017,6,412.0,6-2017,412000000.0,Social Insurance and Retirement Receipts,338660000000.0
2017,6,7418.0,6-2017,7418000000.0,Excise Taxes,338660000000.0
2017,6,1459.0,6-2017,1459000000.0,Estate and Gift Taxes,338660000000.0
2017,6,2871.0,6-2017,2871000000.0,Customs Duties,338660000000.0
2017,6,7999.0,6-2017,7999000000.0,Miscellaneous Receipts,338660000000.0
2017,6,338660.0,6-2017,338660000000.0,Total,338660000000.0
2016,6,133828.0,6-2016,133828000000.0,Individual Income Taxes,329572000000.0
2016,6,61272.0,6-2016,61272000000.0,Corporation Income Taxes,329572000000.0
2016,6,110489.0,6-2016,110489000000.0,Social Insurance and Retirement Receipts,329572000000.0
2016,6,279.0,6-2016,279000000.0,Social Insurance and Retirement Receipts,329572000000.0
2016,6,306.0,6-2016,306000000.0,Social Insurance and Retirement Receipts,329572000000.0
2016,6,6910.0,6-2016,6910000000.0,Excise Taxes,329572000000.0
2016,6,1678.0,6-2016,1678000000.0,Estate and Gift Taxes,329572000000.0
2016,6,2781.0,6-2016,2781000000.0,Customs Duties,329572000000.0
2016,6,12028.0,6-2016,12028000000.0,Miscellaneous Receipts,329572000000.0
2016,6,329572.0,6-2016,329572000000.0,Total,329572000000.0
2017,5,103981.0,5-2017,103981000000.0,Individual Income Taxes,240418000000.0
2017,5,5935.0,5-2017,5935000000.0,Corporation Income Taxes,240418000000.0
2017,5,88669.0,5-2017,88669000000.0,Social Insurance and Retirement Receipts,240418000000.0
2017,5,17431.0,5-2017,17431000000.0,Social Insurance and Retirement Receipts,240418000000.0
2017,5,325.0,5-2017,325000000.0,Social Insurance and Retirement Receipts,240418000000.0
2017,5,8123.0,5-2017,8123000000.0,Excise Taxes,240418000000.0
2017,5,2015.0,5-2017,2015000000.0,Estate and Gift Taxes,240418000000.0
2017,5,2421.0,5-2017,2421000000.0,Customs Duties,240418000000.0
2017,5,11516.0,5-2017,11516000000.0,Miscellaneous Receipts,240418000000.0
2017,5,240418.0,5-2017,240418000000.0,Total,240418000000.0
2016,5,96956.0,5-2016,96956000000.0,Individual Income Taxes,224603000000.0
2016,5,4542.0,5-2016,4542000000.0,Corporation Income Taxes,224603000000.0
2016,5,82860.0,5-2016,82860000000.0,Social Insurance and Retirement Receipts,224603000000.0
2016,5,17786.0,5-2016,17786000000.0,Social Insurance and Retirement Receipts,224603000000.0
2016,5,304.0,5-2016,304000000.0,Social Insurance and Retirement Receipts,224603000000.0
2016,5,6805.0,5-2016,6805000000.0,Excise Taxes,224603000000.0
2016,5,1492.0,5-2016,1492000000.0,Estate and Gift Taxes,224603000000.0
2016,5,2427.0,5-2016,2427000000.0,Customs Duties,224603000000.0
2016,5,11431.0,5-2016,11431000000.0,Miscellaneous Receipts,224603000000.0
2016,5,224603.0,5-2016,224603000000.0,Total,224603000000.0
2017,4,249320.0,4-2017,249320000000.0,Individual Income Taxes,455605000000.0
2017,4,59721.0,4-2017,59721000000.0,Corporation Income Taxes,455605000000.0
2017,4,117523.0,4-2017,117523000000.0,Social Insurance and Retirement Receipts,455605000000.0
2017,4,5109.0,4-2017,5109000000.0,Social Insurance and Retirement Receipts,455605000000.0
2017,4,323.0,4-2017,323000000.0,Social Insurance and Retirement Receipts,455605000000.0
2017,4,4358.0,4-2017,4358000000.0,Excise Taxes,455605000000.0
2017,4,4198.0,4-2017,4198000000.0,Estate and Gift Taxes,455605000000.0
2017,4,3009.0,4-2017,3009000000.0,Customs Duties,455605000000.0
2017,4,12045.0,4-2017,12045000000.0,Miscellaneous Receipts,455605000000.0
2017,4,455605.0,4-2017,455605000000.0,Total,455605000000.0
2016,4,266172.0,4-2016,266172000000.0,Individual Income Taxes,438432000000.0
2016,4,35667.0,4-2016,35667000000.0,Corporation Income Taxes,438432000000.0
2016,4,109529.0,4-2016,109529000000.0,Social Insurance and Retirement Receipts,438432000000.0
2016,4,5426.0,4-2016,5426000000.0,Social Insurance and Retirement Receipts,438432000000.0
2016,4,306.0,4-2016,306000000.0,Social Insurance and Retirement Receipts,438432000000.0
2016,4,5987.0,4-2016,5987000000.0,Excise Taxes,438432000000.0
2016,4,3148.0,4-2016,3148000000.0,Estate and Gift Taxes,438432000000.0
2016,4,2798.0,4-2016,2798000000.0,Customs Duties,438432000000.0
2016,4,9400.0,4-2016,9400000000.0,Miscellaneous Receipts,438432000000.0
2016,4,438432.0,4-2016,438432000000.0,Total,438432000000.0
2017,3,84072.0,3-2017,84072000000.0,Individual Income Taxes,216584000000.0
2017,3,12879.0,3-2017,12879000000.0,Corporation Income Taxes,216584000000.0
2017,3,95316.0,3-2017,95316000000.0,Social Insurance and Retirement Receipts,216584000000.0
2017,3,388.0,3-2017,388000000.0,Social Insurance and Retirement Receipts,216584000000.0
2017,3,342.0,3-2017,342000000.0,Social Insurance and Retirement Receipts,216584000000.0
2017,3,7633.0,3-2017,7633000000.0,Excise Taxes,216584000000.0
2017,3,1976.0,3-2017,1976000000.0,Estate and Gift Taxes,216584000000.0
2017,3,2667.0,3-2017,2667000000.0,Customs Duties,216584000000.0
2017,3,11310.0,3-2017,11310000000.0,Miscellaneous Receipts,216584000000.0
2017,3,216584.0,3-2017,216584000000.0,Total,216584000000.0
2016,3,77144.0,3-2016,77144000000.0,Individual Income Taxes,227848000000.0
2016,3,33271.0,3-2016,33271000000.0,Corporation Income Taxes,227848000000.0
2016,3,93938.0,3-2016,93938000000.0,Social Insurance and Retirement Receipts,227848000000.0
2016,3,467.0,3-2016,467000000.0,Social Insurance and Retirement Receipts,227848000000.0
2016,3,333.0,3-2016,333000000.0,Social Insurance and Retirement Receipts,227848000000.0
2016,3,6600.0,3-2016,6600000000.0,Excise Taxes,227848000000.0
2016,3,1601.0,3-2016,1601000000.0,Estate and Gift Taxes,227848000000.0
2016,3,2873.0,3-2016,2873000000.0,Customs Duties,227848000000.0
2016,3,11622.0,3-2016,11622000000.0,Miscellaneous Receipts,227848000000.0
2016,3,227848.0,3-2016,227848000000.0,Total,227848000000.0
2017,2,61251.0,2-2017,61251000000.0,Individual Income Taxes,171713000000.0
2017,2,2478.0,2-2017,2478000000.0,Corporation Income Taxes,171713000000.0
2017,2,86404.0,2-2017,86404000000.0,Social Insurance and Retirement Receipts,171713000000.0
2017,2,2833.0,2-2017,2833000000.0,Social Insurance and Retirement Receipts,171713000000.0
2017,2,323.0,2-2017,323000000.0,Social Insurance and Retirement Receipts,171713000000.0
2017,2,5362.0,2-2017,5362000000.0,Excise Taxes,171713000000.0
2017,2,1082.0,2-2017,1082000000.0,Estate and Gift Taxes,171713000000.0
2017,2,2490.0,2-2017,2490000000.0,Customs Duties,171713000000.0
2017,2,9491.0,2-2017,9491000000.0,Miscellaneous Receipts,171713000000.0
2017,2,171713.0,2-2017,171713000000.0,Total,171713000000.0
2016,2,64732.0,2-2016,64732000000.0,Individual Income Taxes,169147000000.0
2016,2,-3457.0,2-2016,-3457000000.0,Corporation Income Taxes,169147000000.0
2016,2,78850.0,2-2016,78850000000.0,Social Insurance and Retirement Receipts,169147000000.0
2016,2,6269.0,2-2016,6269000000.0,Social Insurance and Retirement Receipts,169147000000.0
2016,2,329.0,2-2016,329000000.0,Social Insurance and Retirement Receipts,169147000000.0
2016,2,6661.0,2-2016,6661000000.0,Excise Taxes,169147000000.0
2016,2,1320.0,2-2016,1320000000.0,Estate and Gift Taxes,169147000000.0
2016,2,2540.0,2-2016,2540000000.0,Customs Duties,169147000000.0
2016,2,11902.0,2-2016,11902000000.0,Miscellaneous Receipts,169147000000.0
2016,2,169147.0,2-2016,169147000000.0,Total,169147000000.0
2017,1,197231.0,1-2017,197231000000.0,Individual Income Taxes,344069000000.0
2017,1,9146.0,1-2017,9146000000.0,Corporation Income Taxes,344069000000.0
2017,1,104695.0,1-2017,104695000000.0,Social Insurance and Retirement Receipts,344069000000.0
2017,1,4689.0,1-2017,4689000000.0,Social Insurance and Retirement Receipts,344069000000.0
2017,1,370.0,1-2017,370000000.0,Social Insurance and Retirement Receipts,344069000000.0
2017,1,5116.0,1-2017,5116000000.0,Excise Taxes,344069000000.0
2017,1,2427.0,1-2017,2427000000.0,Estate and Gift Taxes,344069000000.0
2017,1,2967.0,1-2017,2967000000.0,Customs Duties,344069000000.0
2017,1,17428.0,1-2017,17428000000.0,Miscellaneous Receipts,344069000000.0
2017,1,344069.0,1-2017,344069000000.0,Total,344069000000.0
